0,1,2,3,4,5,6,7,8,9,10,11,12,13
Karena Rasa,Tipe KulinerKafe,"
                  Perumnas 1
                  Jl. Komodo Raya No. 300, Bekasi Selatan, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/karena-rasa-bekasi-selatan,"PembayaranTunai, Debet","""Tunai,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081288483640,4.52,"4.6,4.1,4.9,4.7,4.4"
Animale Restaurant,Tipe KulinerBarat,"
                  MD Place, Lantai 11
                  Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/animale-restaurant-setiabudi,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (12:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",087772646253,4.36,"4.5,4.6,4.4,4.7"
Tsamara Resto & Function Hall,Tipe KulinerIndonesia,"
                  
                  Jl. Raya Hankam Kav. 69, Jatisampurna, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/tsamara-resto-dan-function-hall-jatisampurna,Kapasitas:  400 kursi,"""Tunai,Visa,Master,Debet,Dana""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",082125574241,4.31,"4.2,4.7,4.0,4.3,4.3"
Gyu Kaku,Tipe KulinerJepang,"
                  Tunjungan Plaza 4, Lantai 5
                  Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/gyu-kaku-tegalsari,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",031 5468349,4.62,"4.9,4.4,4.6,4.4,4.8"
Gruham Coffee & Bistro,Tipe KulinerKafe,"
                  
                  Jl. Panglima Polim V No. 21, Panglima Polim, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/gruham-coffee-dan-bistro-panglima-polim,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081382226779,4.44,"4.1,4.6,4.0,4.8,4.7"
Blau Eatery & Coffee,Tipe KulinerKafe,"
                  
                  Jl. Pelepah Elok I Blok QA2 No. 7, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/blau-eatery-dan-coffee-kelapa-gading,Kapasitas:  50 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",081999718181,4.41,"4.4,4.5,4.2,4.5,4.5"
Djournal Coffee,Tipe KulinerKafe,"
                  Tunjungan Plaza 4, Lantai 1
                  Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/djournal-coffee-tegalsari,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,100% Halal,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",031 5314205,4.33,"4.5,4.4,4.2,4.4,4.3"
Sushi Hiro,Tipe KulinerJepang,"
                  Senayan City, Lantai 5
                  Jl. Asia Afrika, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/sushi-hiro-senayan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)</time>>","Wifi,Ruang VIP,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Bisa reservasi,Vegetarian",021 72782250,4.33,"4.5,4.5,4.4,4.5"
Dough Lab,Tipe KulinerToko Kue,"
                  Central Park, Lantai Lower Ground
                  Jl. Letjen S. Parman, Slipi, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/dough-lab-slipi,Cabang: ya,"""Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081296166723,4.43,"4.6,4.6,4.0,4.5,4.4"
Norte Coffee,Tipe KulinerKafe,"
                  86 Workspace
                  Jl. Pluit Karang Selatan No. 86, Muara Karang, Penjaringan, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/norte-coffee-muara-karang,Kapasitas:  50 kursi,"""Tunai,Go-pay,Ovo""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",082178492921,4.46,"4.4,4.5,4.4,4.5,4.5"
Lee Palace,Tipe KulinerChina,"
                  Harmoni Exchange Center, Lantai 3
                  Jl. Hayam Wuruk No. 6, Hayam Wuruk, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/lee-palace-hayam-wuruk,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Jumat (10:30 - 15:00, 17:00 - 21:00), Sabtu (10:30 - 21:00), Minggu (08:00 - 21:00), Senin Tutup</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 22035818,4.27,"4.3,4.5,4.1,4.1,4.4"
Tata Cakery,Tipe KulinerKafe,"
                  Ruko Exclusive, Blok G No. 25, Bukit Golf Mediterania
                  Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/tata-cakery-pantai-indah-kapuk,Cabang: ya,"""Tunai,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 18:00)</time>>","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22575041,4.3,"4.4,4.2,4.3,4.2,4.4"
Bellamie Boulangerie,Tipe KulinerKafe,"
                  
                  Jl. Cihapit No. 37, Riau, Bandung
                ",https://pergikuliner.com/restaurants/bandung/bellamie-boulangerie-riau,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 22:00)</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","24 Jam,Alkohol,Vegetarian",022 87805386,4.22,"4.5,4.3,4.1,4.1,4.2"
Canabeans,Tipe KulinerKafe,"
                  Brooklyn Alam Sutera Apartemen & Soho
                  Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/canabeans-alam-sutera,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 80821640,4.27,"4.2,4.5,4.0,4.3,4.4"
Sushi Hiro,Tipe KulinerJepang,"
                  Plaza Indonesia, Lantai 2
                  Jl. MH Thamrin, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/sushi-hiro-thamrin,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Ruang VIP,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Bisa reservasi,Vegetarian",021 29924259,4.45,"4.6,4.9,4.1,4.3,4.5"
Yoshinoya,Tipe KulinerJepang,"
                  Plaza Surabaya, Lantai 1
                  Jl. Pemuda, Genteng, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/yoshinoya-genteng,Cabang: ya,"""Tunai,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 5347677,4.34,"4.6,4.3,4.1,4.3,4.4"
Baparapi Kopi,Tipe KulinerKafe,"
                  Alam Sutera Town Center, Blok 10E No. 1 - 2
                  Jl. Alam Utama, Alam Sutera, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/baparapi-kopi-alam-sutera,"PembayaranTunai, Visa, Master, Debet, Go-pay, Ovo, Dana","""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (08:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",08111088321,4.36,"4.4,4.5,4.6,4.5"
Kinari Coffee Shop,Tipe KulinerKafe,"
                  
                  Jl. Kelapa Cengkir Timur Blok FH2 No. 6, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/kinari-coffee-shop-kelapa-gading,"PembayaranTunai, Debet, Go-pay, Ovo, Dana","""Tunai,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Minggu (08:00 - 21:00), Senin Tutup</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",083837310240,4.39,"4.3,4.7,4.5,4.5"
Fish & Co.,Tipe KulinerBarat,"
                  Summarecon Mall Bekasi, Lantai Ground, Downtown Walk
                  Jl. Ahmad Yani, Bekasi Utara, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/fish-dan-co-bekasi-utara,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (11:00 - 23:00), Sabtu (11:00 - 24:00), Minggu (11:00 - 23:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29285570,4.41,"4.4,4.3,4.3,4.5,4.5"
Social Garden,"Tipe KulinerBarat, Indonesia","
                  Senayan City, Lantai Ground
                  Jl. Asia Afrika, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/social-garden-senayan,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 72781516,4.28,"4.2,4.7,4.4,4.4"
Fish & Chips ThreeHouse,"Tipe KulinerBarat,Indonesia","
                  Apartemen Park Royale, Tower Lobby 1
                  Jl. Gatot Subroto, Gatot Subroto, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/fish-dan-chips-threehouse-gatot-subroto,Kapasitas:  50 kursi,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (10:00 - 20:30), Minggu Tutup</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 5717201,4.32,"4.5,4.4,4.1,4.4,4.3"
Amuz,Tipe KulinerPerancis,"
                  Energy Building, Lantai 2
                  Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/amuz-scbd,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (11:30 - 14:30, 18:00 - 23:00), Sabtu - Minggu (18:00 - 23:00)</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 2505064,4.46,"4.6,4.9,4.7,4.5"
Soto Sob H. Asmawi,Tipe KulinerIndonesia,"
                  
                  Jl. Abdul Majid Raya No. 44R, Fatmawati, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/soto-sob-h-asmawi-fatmawati,Cabang: ya,"""Tunai,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,Pesan antar,100% Halal,Bisa reservasi,Area parkir","Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081314703535,4.53,"4.6,4.4,4.5,4.7,4.6"
Edogin - Hotel Mulia,Tipe KulinerJepang,"
                  Hotel Mulia, Lantai Ground
                  Jl. Asia Afrika, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/edogin-hotel-mulia-senayan,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (12:00 - 14:30, 18:00 - 22:30), Minggu (11:00 - 14:30, 18:00 - 22:30)</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",,4.51,"4.6,4.5,4.4,4.6,4.6"
The Writers Bar - Raffles Jakarta Hotel,Tipe KulinerBarat,"
                  Raffles Jakarta Hotel, Lantai Ground
                  Jl. Prof Dr Satrio No. 3 - 5, Karet Kuningan, Setiabudi, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/the-writers-bar-raffles-jakarta-hotel-karet-kuningan,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 01:00)</time>>","Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",,4.4,"4.2,4.8,4.3,4.3,4.4"
Double U Steak by Chef Widhi,Tipe KulinerBarat,"
                  Grand Galaxy City
                  Jl. Wijaya Kusuma A1 No. 183, Bekasi Selatan, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/double-u-steak-by-chef-widhi-bekasi-selatan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (11:00 - 14:00, 17:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)</time>>","Area merokok,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 82732151,4.4,"4.9,4.7,4.3,4.2"
Haidilao Hot Pot,Tipe KulinerChina,"
                  Gandaria City, Lantai Ground, Mainstreet Dining
                  Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/haidilao-hot-pot-gandaria,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 27085851,4.41,"4.5,4.4,4.8,4.5"
Kohicha Cafe,Tipe KulinerKafe,"
                  Ruko Gading Kirana, Blok A6A No. 21
                  Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara
                ",https://pergikuliner.com/restaurants/jakarta/kohicha-cafe-kelapa-gading,Kapasitas:  60 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""","<bound method PageElement.get_text of <div class=""promotional-text"">Artisan coffee shop with Japanese style ambience and cooking</div>>","
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:30 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 24520517,4.23,"4.2,4.4,4.4,4.4"
Ambrogio Patisserie,Tipe KulinerKafe,"
                  
                  Jl. Banda No. 24, Banda, Riau, Bandung
                ",https://pergikuliner.com/restaurants/bandung/ambrogio-patisserie-banda,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (09:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",022 20512779,4.18,"4.2,4.5,4.0,4.2"
Marutama Ra-men,Tipe KulinerJepang,"
                  Sentral Senayan 1, Lantai Basement
                  Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/marutama-ra-men-senayan,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:30 - 21:00)</time>>","Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 5724050,4.23,"4.4,4.2,4.1,4.1,4.4"
Isshin,Tipe KulinerJepang,"
                  Kota Kasablanka, Lantai Upper Ground, Food Society
                  Jl. Casablanca Raya, Tebet, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/isshin-tebet,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29475221,4.3,"4.4,4.1,4.0,4.7,4.4"
Twin House,Tipe KulinerKafe,"
                  CBD Emerald Bintaro
                  Jl. Boulevard Bintaro Jaya (Bintaro Sektor 7), Bintaro, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/twin-house-bintaro,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",087781137068,4.26,"4.4,4.5,4.3,4.3"
Aoki Japanese Cuisine - Hotel Gran Mahakam,Tipe KulinerJepang,"
                  Hotel Gran Mahakam, Lantai Lower Lobby
                  Jl. Mahakam I No. 8, Blok M, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/aoki-japanese-cuisine-hotel-gran-mahakam-blok-m,Kapasitas:  80 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""","<bound method PageElement.get_text of <div class=""promotional-text"">AOKI Japanese Cuisine has been reputed as one of the most stylish dining venues in the city. With a modern and private dining concept, AOKI serves fusion and authentic Japanese cuisine that will leave your senses completely amazed.</div>>","
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (12:00 - 15:00, 18:00 - 21:00)</time>>","Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",,4.39,"4.3,4.6,4.8,4.7"
Canabeans,Tipe KulinerKafe,"
                  The Accent, Lantai Ground
                  Jl. MH. Thamrin CBD (Bintaro Sektor 7), Bintaro, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/canabeans-bintaro,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22929497,4.36,"4.4,4.3,4.2,4.6,4.4"
Hokkaido Baked Cheese Tart,Tipe KulinerToko Kue,"
                  Mall Metropolitan, Lantai Dasar
                  Jl. KH. Noer Ali, Bekasi Selatan, Bekasi
                ",https://pergikuliner.com/restaurants/bekasi/hokkaido-baked-cheese-tart-bekasi-selatan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 8848563,4.63,"5.0,4.3,4.5,4.6,4.8"
Enmaru,Tipe KulinerJepang,"
                  Altitude The Plaza, Lantai 46
                  Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/enmaru-thamrin,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (12:00 - 21:00)</time>>","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 29922448,4.21,"4.3,4.6,4.1,4.4"
"Pasta, Bitte!",Tipe KulinerItalia,"
                  
                  Jl. Kemang Selatan I No. 20F, Kemang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/pasta-bitte-kemang,"PembayaranTunai, Debet, Go-pay, Ovo, Dana","""Tunai,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Minggu (12:00 - 21:00), Senin Tutup</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",081219553727,4.4,"4.4,4.4,4.0,4.4,4.7"
